ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,has_Turbo
40642395,1900,0,FORD,Galaxy,2001,Minivan,False,Petrol,2.2,11111,5,Automatic,Front,4,Left,Blue,6,False
45805172,35570,877,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,97880,4,Automatic,Front,4,Left,White,4,False
45776696,8781,503,TOYOTA,Prius C,2012,Hatchback,False,Hybrid,1.5,175000,4,Automatic,Front,4,Left,Black,10,False
45811325,12544,0,SUZUKI,Kizashi,2010,Sedan,False,Petrol,2.4,263157,4,Tiptronic,Front,4,Left,Black,0,False
45804280,24148,749,HYUNDAI,Tucson,2014,Jeep,True,Petrol,2.4,128000,4,Tiptronic,4x4,4,Left,Red,8,False
45655495,706,585,TOYOTA,Prius,2013,Hatchback,True,Hybrid,1.8,105328,4,Automatic,Front,4,Left,White,12,False
45417836,22580,308,TOYOTA,Prius,2014,Sedan,True,Hybrid,1.8,160000,4,Automatic,Front,4,Left,Black,10,False
45766570,4861,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,136861,4,Automatic,Front,4,Left,Blue,12,False
45767376,12858,0,TOYOTA,Prius,2008,Sedan,False,Hybrid,1.5,210452,4,Variator,Front,4,Left,Silver,8,False
45792346,8154,1236,HONDA,FIT,2011,Sedan,False,Petrol,1.3,185000,4,Automatic,Front,4,Right,Black,2,False
45792539,1800,0,VOLKSWAGEN,Golf 4,1998,Hatchback,False,Petrol,1.8,30000,4,Automatic,Front,4,Right,Red,4,False
45756859,4861,333,FORD,Fusion,2014,Sedan,True,Hybrid,2.0,137328,4,Automatic,Front,4,Left,Silver,0,False
45798242,36065,1018,BMW,X5,2011,Jeep,True,Petrol,3.0,129600,6,Tiptronic,4x4,4,Left,Black,12,True
45769158,282,289,FORD,Escape,2008,Jeep,True,Hybrid,0.4,220474,4,Automatic,Front,4,Left,Grey,0,False
45464974,17876,1077,TOYOTA,CHR,2019,Jeep,True,Petrol,2.0,19968,4,Automatic,Front,4,Left,White,12,False
45731352,18189,639,BMW,328,2014,Sedan,True,Diesel,2.0,250491,4,Automatic,Rear,4,Left,White,12,False
45815325,24775,0,FORD,Fusion,2013,Sedan,True,Petrol,1.6,46000,4,Tiptronic,Front,4,Left,White,8,True
45732813,15257,707,HYUNDAI,Sonata,2011,Sedan,True,Petrol,2.0,163374,4,Automatic,Front,4,Left,Grey,4,False
45744437,16900,1141,HONDA,Element,2009,Universal,False,Petrol,2.4,120000,4,Automatic,4x4,4,Left,Black,6,False
45793088,14740,397,CITROEN,C1,2011,Hatchback,False,Petrol,1.0,233700,4,Manual,Front,4,Left,White,6,False
45490926,10976,0,NISSAN,X-Trail,2004,Jeep,True,Petrol,2.0,121856,4,Automatic,4x4,4,Right,Beige,6,False
45810490,22825,642,CHEVROLET,Orlando,2012,Jeep,True,Diesel,2.0,137433,4,Automatic,Front,4,Left,White,4,False
45769346,12544,530,KIA,RIO,2013,Sedan,False,Petrol,1.6,137000,4,Automatic,Front,4,Left,Black,4,False
45768182,16935,353,LEXUS,CT 200h,2015,Hatchback,True,Hybrid,1.8,94949,4,Automatic,Front,4,Left,White,0,False
45794041,20385,0,FORD,Mustang,2013,Coupe,True,Petrol,3.7,111111,6,Manual,Rear,2,Left,Black,12,False
45793873,10976,0,LAND ROVER,Discovery,1995,Jeep,False,Diesel,2.5,200000,4,Manual,4x4,4,Right,Blue,0,True
45809818,38213,1079,HONDA,Civic,2018,Sedan,True,Petrol,2.0,0,4,Automatic,Front,4,Left,White,4,False
45730838,44134,730,SSANGYONG,Actyon,2016,Jeep,True,Diesel,1.6,48910,4,Automatic,Front,4,Left,White,4,False
45761908,8467,0,MERCEDES-BENZ,C 240,2001,Sedan,True,Petrol,2.6,0,6,Tiptronic,Rear,4,Left,Silver,8,False
45773547,392,779,TOYOTA,Camry,2013,Jeep,True,Hybrid,2.5,493571,4,Automatic,Front,4,Left,Black,12,False
45682814,4391,0,VOLKSWAGEN,Vento,1994,Sedan,False,Diesel,1.9,85000,4,Manual,Front,4,Left,Black,1,True
45783544,7213,0,MERCEDES-BENZ,C 200 2.0,2001,Coupe,False,Petrol,2.0,183000,4,Tiptronic,Rear,2,Right,Black,4,False
45768672,9565,784,HONDA,Civic,2017,Sedan,True,Petrol,1.5,58282,4,Automatic,Front,4,Left,White,12,False
45776659,348,0,VOLKSWAGEN,Jetta,1999,Sedan,False,CNG,2.0,284000,4,Manual,Front,4,Left,White,4,False
45713004,12544,1024,VOLKSWAGEN,Jetta,2010,Sedan,True,Petrol,2.5,110000,4,Tiptronic,Front,4,Left,Silver,6,False
45750739,24148,0,BMW,X5,2007,Jeep,True,Petrol,4.8,210000,8,Tiptronic,4x4,4,Left,Black,8,False
45775733,6272,1357,OPEL,Astra,2004,Universal,False,Petrol,1.6,171000,4,Manual,Front,4,Left,White,0,False
45196673,100,0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.4,77000,4,Tiptronic,Front,4,Left,White,8,False
45799450,18817,0,BMW,530,2005,Sedan,True,Petrol,3.0,170000,6,Tiptronic,Rear,4,Left,Blue,8,True
45746606,10663,1236,HONDA,FIT,2011,Sedan,True,Hybrid,1.3,127000,4,Variator,Front,4,Right,Black,2,False
45802888,44247,765,HYUNDAI,Santa FE,2015,Jeep,True,Diesel,2.0,153958,4,Automatic,Front,4,Left,White,4,False
45796184,9408,0,BMW,325,2004,Coupe,True,Petrol,2.5,346080,6,Tiptronic,Rear,2,Left,Black,6,False
45805339,19444,650,VOLKSWAGEN,Jetta,2016,Sedan,False,Petrol,1.4,36000,4,Tiptronic,Front,4,Left,Grey,6,True
45757200,11917,0,TOYOTA,Prius,2008,Sedan,False,Hybrid,1.8,200000,4,Automatic,Front,4,Left,Grey,0,False
45525027,9408,988,TOYOTA,Prius,2007,Hatchback,False,Hybrid,1.5,113000,4,Automatic,Front,4,Left,Sky blue,8,False
45262568,23834,810,TOYOTA,Corolla IM,2016,Hatchback,False,Petrol,1.8,102500,4,Automatic,Front,4,Left,White,10,False
45810788,22894,779,TOYOTA,Camry,2013,Sedan,False,Petrol,2.5,101000,4,Tiptronic,Front,4,Left,Black,10,False
45782069,10976,0,MERCEDES-BENZ,CLK 240,2004,Coupe,False,Petrol,2.4,89000,4,Tiptronic,Rear,2,Right,Silver,10,False
45809011,5604,922,DAEWOO,Lacetti,2009,Sedan,True,Petrol,1.9,44521,4,Automatic,Front,4,Left,Silver,4,False
45788373,17876,0,FORD,Fiesta,2013,Sedan,True,Petrol,1.6,160000,4,Tiptronic,Front,4,Left,Black,4,False
45763112,18189,586,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.8,136000,4,Tiptronic,Front,4,Left,Black,8,False
44691279,70,0,FORD,Transit,2007,Goods wagon,False,Diesel,2.4,350000,4,Manual,Rear,4,Left,White,0,True
44109014,10976,1266,HONDA,FIT,2014,Hatchback,False,Hybrid,1.5,121000,4,Variator,Front,4,Right,Silver,0,False
44035617,27911,0,MINI,Cooper,2013,Coupe,True,Petrol,1.6,56000,4,Manual,Front,2,Left,Silver,10,True
45701762,6429,1438,OPEL,Combo,2003,Goods wagon,False,Diesel,1.7,171339,4,Manual,Front,2,Left,White,2,False
45772207,470,753,HYUNDAI,Sonata,2012,Jeep,True,Hybrid,2.4,123862,4,Automatic,Front,4,Left,White,0,False
45171802,40769,1091,TOYOTA,RAV 4,2016,Jeep,False,Petrol,2.5,99200,4,Tiptronic,4x4,4,Left,Black,10,False
45764866,7840,0,BMW,520,2003,Sedan,True,CNG,2.5,260000,6,Tiptronic,Rear,4,Left,Silver,8,False
45791030,25089,0,DODGE,Challenger,2012,Coupe,False,Petrol,3.6,112000,6,Tiptronic,Rear,2,Left,Grey,6,False
45701090,10976,0,MERCEDES-BENZ,E 200,1993,Sedan,False,CNG,2.0,0,4,Manual,Rear,4,Left,Black,2,False
45788394,7213,0,MERCEDES-BENZ,C 220,1995,Sedan,True,Petrol,2.2,444000,4,Automatic,Front,4,Left,Black,6,False
45800688,22894,0,BMW,328,2010,Coupe,True,Petrol,3.0,157000,6,Tiptronic,4x4,2,Left,Black,8,False
45776513,7840,0,MERCEDES-BENZ,C 180,2000,Sedan,False,Petrol,2.0,136000,4,Tiptronic,Rear,4,Right,Blue,6,False
45664259,784,1646,LEXUS,GX 460,2015,Sedan,True,Petrol,4.6,129931,8,Automatic,4x4,4,Left,Black,0,False
45803386,12231,765,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,348486,4,Automatic,Front,4,Left,Silver,4,False
45815375,11917,0,LEXUS,RX 300,2002,Jeep,True,Petrol,3.0,201000,6,Automatic,4x4,4,Left,Silver,8,True
45732792,17035,707,HYUNDAI,Sonata,2011,Sedan,True,Petrol,2.0,200867,4,Automatic,Front,4,Left,Black,4,False
42541006,3100,0,AUDI,A4,2002,Sedan,True,Petrol,3.0,11111,6,Automatic,4x4,4,Left,Blue,6,False
45654826,188,308,TOYOTA,Prius,2014,Hatchback,True,Hybrid,1.8,140414,4,Automatic,Front,4,Left,White,12,False
45729723,27654,629,HYUNDAI,Elantra,2015,Sedan,True,Petrol,1.6,87534,4,Automatic,Front,4,Left,Grey,4,False
45783054,17719,0,KIA,Optima,2013,Sedan,True,Petrol,2.0,91000,4,Automatic,Front,4,Left,White,8,True
45656685,94,1058,MERCEDES-BENZ,ML 350,2012,Jeep,True,Diesel,3.5,224118,6,Automatic,4x4,4,Left,White,12,False
45802332,14081,1024,HYUNDAI,H1,2010,Minivan,True,Diesel,2.5,124850,4,Automatic,Front,4,Left,White,4,False
45773972,706,639,AUDI,A4,2014,Sedan,True,Petrol,2.0,162032,4,Automatic,Front,4,Left,Black,0,False
45813351,282,761,TOYOTA,Prius,2010,Hatchback,True,Hybrid,1.8,265315,4,Automatic,Front,4,Left,White,12,False
45791973,2666,900,HYUNDAI,Sonata,2015,Sedan,True,Petrol,2.4,234618,4,Automatic,Front,4,Left,Red,12,False
45810397,23994,730,CHEVROLET,Orlando,2016,Jeep,True,Diesel,1.6,125774,4,Automatic,Front,4,Left,White,4,False
45801912,13172,0,BMW,320,2003,Sedan,False,Petrol,2.2,190000,6,Tiptronic,Rear,4,Left,White,5,False
45674384,14740,645,TOYOTA,Prius,2011,Hatchback,False,Hybrid,1.8,161000,4,Variator,Front,4,Left,Blue,11,False
44491221,18817,397,TOYOTA,Prius,2016,Sedan,True,Hybrid,1.8,80000,4,Tiptronic,Front,4,Left,Grey,12,False
45797440,11563,687,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,130814,4,Automatic,Front,4,Left,Silver,4,False
45803037,45376,891,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,109446,4,Automatic,Front,4,Left,White,4,False
45781778,15681,0,TOYOTA,RAV 4,2002,Jeep,False,Petrol,2.0,140000,4,Manual,4x4,4,Left,Silver,8,False
45805158,33707,877,HYUNDAI,Tucson,2017,Jeep,True,Diesel,1.7,143544,4,Automatic,Front,4,Left,White,4,False
45778474,12544,0,FORD,Transit,1999,Microbus,False,Diesel,2.4,0,4,Manual,Rear,2,Left,White,0,False
45803396,11604,639,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,418369,4,Automatic,Front,4,Left,Silver,4,False
45777979,6800,0,BMW,525,2000,Sedan,False,CNG,2.5,157000,6,Manual,Rear,4,Left,Blue,4,False
45788258,17876,0,HYUNDAI,Elantra,2013,Sedan,False,Petrol,1.6,84800,4,Tiptronic,Front,4,Left,Silver,8,False
45767389,188,308,TOYOTA,Prius,2014,Jeep,True,Hybrid,1.8,187334,4,Automatic,Front,4,Left,White,12,False
45775119,18189,0,MERCEDES-BENZ,E 350,2006,Sedan,True,Petrol,3.5,220000,6,Tiptronic,Rear,4,Left,Silver,12,False
44526921,28225,0,LEXUS,RX 400 HYBRID,2008,Jeep,True,Hybrid,3.3,119000,6,Automatic,4x4,4,Left,Blue,10,False
45787468,2509,0,TOYOTA,Corolla verso,2007,Minivan,False,Diesel,2.2,112000,4,Manual,Front,4,Left,Black,4,True
45802296,44247,1091,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,51831,4,Automatic,Front,4,Left,Grey,4,False
45700038,7213,0,MITSUBISHI,Pajero IO,1998,Jeep,False,Petrol,1.8,200000,4,Automatic,4x4,2,Left,Silver,2,False
45645755,4077,1363,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,150909,8,Automatic,4x4,4,Left,Black,0,False
45793937,6586,0,MERCEDES-BENZ,E 200,1999,Sedan,True,Petrol,2.0,318406,4,Manual,Rear,4,Left,Blue,6,False
45793760,15681,0,BMW,528 i,2008,Sedan,True,Petrol,3.0,190000,6,Tiptronic,Rear,4,Left,Black,6,False
45772061,3763,1714,TOYOTA,Tacoma,2017,Sedan,True,Petrol,3.5,174827,6,Automatic,4x4,4,Left,Silver,12,False
45620684,157,1451,BMW,X5,2011,Sedan,True,Petrol,4.4,139363,8,Automatic,4x4,4,Left,Black,0,False
45803572,13172,891,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,547288,4,Automatic,Front,4,Left,Orange,4,False
45808567,6586,639,AUDI,A4,2014,Sedan,True,Petrol,2.0,123640,4,Automatic,4x4,4,Left,Blue,12,False
45791126,47042,1017,AUDI,Q5,2017,Jeep,True,Petrol,2.0,75186,4,Automatic,4x4,4,Left,Black,0,False
45809096,5865,966,DAEWOO,Lacetti,2009,Sedan,True,Diesel,2.0,39031,4,Automatic,Front,4,Left,Blue,4,False
45725235,20883,707,SSANGYONG,Actyon,2011,Jeep,True,Diesel,2.0,102000,4,Automatic,Front,4,Left,Black,4,False
45798505,10976,0,HONDA,Odyssey,2008,Minivan,False,LPG,2.4,20000,4,Variator,Front,4,Right,Grey,6,False
45653699,23521,0,MITSUBISHI,L 200,2010,Pickup,False,Diesel,2.4,175000,4,Manual,4x4,4,Left,White,2,False
45789888,25402,638,SSANGYONG,REXTON,2014,Jeep,True,Diesel,2.0,67861,4,Automatic,Front,4,Left,Carnelian red,4,False
45745111,9095,1236,HONDA,FIT,2011,Hatchback,False,Hybrid,1.3,14590,4,Automatic,Front,4,Right,Grey,0,False
45816140,2666,585,HYUNDAI,Elantra,2013,Coupe,True,Petrol,1.8,89962,4,Automatic,Front,2,Left,Blue,12,False
45642392,5018,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4,Automatic,Front,4,Left,Black,12,False
45777856,12231,0,HYUNDAI,Tucson,2008,Jeep,False,Petrol,2.0,270000,4,Manual,4x4,4,Left,Black,4,False
45782226,11604,490,HONDA,Insight EX,2011,Hatchback,False,Hybrid,1.3,150000,4,Variator,Front,4,Left,Grey,8,False
45797674,20005,531,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,36239,4,Automatic,Front,4,Left,Grey,4,False
45642496,5018,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4,Automatic,Front,4,Left,Black,12,False
45816638,13799,528,FORD,Fiesta 1.6,2014,Hatchback,False,Petrol,1.6,134400,3,Automatic,Front,4,Left,Grey,0,False
45725500,13068,836,SSANGYONG,Actyon,2010,Jeep,True,Diesel,2.0,127500,4,Automatic,Front,4,Left,Silver,4,False
45518419,14113,642,FORD,Focus,2012,Hatchback,False,Petrol,2.0,2012,4,Tiptronic,Front,4,Left,Black,12,False
45816597,314,585,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.8,157859,4,Automatic,Front,4,Left,Black,12,False
45815900,1019,900,HYUNDAI,Santa FE,2015,Jeep,True,Petrol,2.4,245653,4,Automatic,Front,4,Left,Black,12,False
45795519,16465,431,FORD,C-MAX,2016,Hatchback,False,Plug-in Hybrid,2.0,0,4,Automatic,Front,4,Left,White,0,False
45020059,7300,0,NISSAN,Teana,2004,Sedan,False,Petrol,2.3,160000,6,Automatic,Front,4,Right,Silver,6,False
45809074,6899,790,DAEWOO,Lacetti,2009,Sedan,True,Petrol,1.6,50549,4,Automatic,Front,4,Left,Silver,4,False
45789776,3293,565,CHEVROLET,Matiz,2007,Sedan,True,Petrol,0.8,134863,4,Automatic,Front,4,Left,Golden,4,False
45768348,17249,0,HYUNDAI,Sonata,2011,Sedan,True,LPG,2.0,72000,4,Tiptronic,Front,4,Left,Silver,0,False
45744803,10192,761,DAEWOO,Lacetti,2010,Sedan,True,Petrol,1.8,46527,4,Automatic,Front,4,Left,Black,4,False
45644820,39201,517,TOYOTA,Highlander,2014,Sedan,True,Hybrid,3.5,166560,6,Automatic,4x4,4,Left,Black,12,False
45809726,36235,585,HONDA,Civic,2013,Sedan,True,Petrol,1.8,87000,4,Automatic,Front,4,Left,Blue,4,False
45727306,22843,642,SSANGYONG,Korando,2012,Jeep,True,Diesel,2.0,125926,4,Automatic,Front,4,Left,Black,4,False
45810298,21699,642,CHEVROLET,Malibu,2012,Sedan,True,Petrol,2.0,65006,4,Automatic,Front,4,Left,Silver,4,False
45804231,25299,707,HYUNDAI,Tucson,2011,Jeep,True,Diesel,2.0,134312,4,Automatic,Front,4,Left,Black,4,False
41921968,2300,0,MAZDA,Mazda 3,2006,Hatchback,False,Petrol,1.6,11111,4,Automatic,Front,4,Right,Grey,6,False
45651078,392,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,232032,4,Automatic,Front,4,Left,Silver,12,False
45776506,2500,0,OPEL,Corsa,1996,Coupe,False,Petrol,1.4,280000,4,Manual,Front,2,Left,Blue,0,False
45283965,40142,639,BMW,328,2014,Sedan,True,Petrol,2.0,74000,4,Tiptronic,Rear,4,Left,White,12,True
45809339,19124,502,HONDA,FIT,2013,Hatchback,True,Hybrid,1.5,94500,4,Automatic,Front,4,Left,Red,4,False
45793975,11604,988,RENAULT,Scenic,2007,Minivan,False,Diesel,1.5,240000,4,Manual,Front,4,Left,Black,6,True
45800055,7213,0,BMW,525,1998,Sedan,False,Petrol,2.5,100000,6,Manual,Rear,5,Left,Silver,6,False
45793506,11917,833,CHEVROLET,Captiva,2010,Jeep,True,Diesel,2.0,61232,4,Automatic,Front,4,Left,White,4,False
45308956,17249,0,BMW,320,2005,Sedan,False,Diesel,2.0,284000,4,Manual,Rear,4,Left,Grey,9,True
45807034,23521,640,FORD,C-MAX,2013,Hatchback,True,Hybrid,2.0,200925,4,Variator,Front,4,Left,Black,12,False
45815350,784,765,LEXUS,NX 200,2015,Jeep,True,Petrol,2.0,109336,4,Automatic,4x4,4,Left,Grey,12,False
45793280,11604,489,CHEVROLET,Spark,2016,Sedan,True,Petrol,1.0,31970,4,Automatic,Front,4,Left,White,4,False
45550613,18503,585,HYUNDAI,Elantra,2013,Sedan,False,Petrol,1.8,117000,4,Tiptronic,Front,4,Left,Grey,8,False
45806823,14113,0,TOYOTA,Aqua,2012,Hatchback,False,Hybrid,1.5,111111,4,Automatic,Front,4,Right,Green,4,False
45793534,5959,0,NISSAN,March,2004,Hatchback,False,Petrol,1.4,177000,4,Automatic,Front,4,Right,Yellow,4,False
45618035,1019,765,MERCEDES-BENZ,GLA 250,2015,Jeep,True,Petrol,2.0,37786,4,Automatic,4x4,4,Left,White,0,False
45728747,32035,640,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,152847,4,Automatic,Front,4,Left,Silver,4,False
45802787,14376,769,HYUNDAI,Santa FE,2011,Jeep,True,Diesel,2.2,78305,4,Automatic,Front,4,Left,White,4,False
45769352,220,753,HYUNDAI,Tucson,2012,Jeep,True,Petrol,2.4,221126,4,Automatic,Front,4,Left,Black,0,False
45344701,25089,986,LEXUS,HS 250h Hybrid,2010,Sedan,True,Hybrid,2.4,64000,4,Automatic,Front,4,Left,Red,10,False
45794369,6899,0,HONDA,FIT,2003,Sedan,False,Petrol,1.3,155000,4,Automatic,Front,4,Right,Blue,6,False
45808645,5488,1077,HYUNDAI,Elantra,2019,Sedan,True,Petrol,2.0,29496,4,Automatic,Front,4,Left,Black,12,False
45042623,18817,586,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,1000,4,Variator,Front,4,Left,Grey,12,False
45654360,3450,831,HYUNDAI,Sonata,2011,Sedan,True,Hybrid,2.4,224349,4,Automatic,Front,4,Left,Grey,0,False
43222352,25,0,HONDA,FIT,2005,Hatchback,False,Petrol,1.3,157000,4,Automatic,Front,4,Right,Silver,4,False
45522608,7997,0,VOLKSWAGEN,Jetta,2003,Sedan,True,Petrol,2.0,137000,4,Manual,Front,4,Left,Black,8,False
45386880,38888,1249,TOYOTA,RAV 4,2017,Jeep,False,Petrol,2.5,50000,4,Automatic,4x4,4,Left,Grey,10,False
45806621,1882,1399,DODGE,Journey,2010,Jeep,True,Petrol,3.5,243477,6,Automatic,Front,4,Left,Blue,12,False
45773725,1019,765,HYUNDAI,Tucson,2015,Jeep,True,Petrol,2.0,0,4,Automatic,Front,4,Left,Black,0,False
45815398,23207,900,HYUNDAI,Sonata SPORT,2015,Sedan,True,Petrol,2.4,67840,4,Tiptronic,Front,4,Left,Black,8,False
44922073,17092,891,HYUNDAI,Elantra SE,2016,Sedan,False,Petrol,2.0,71886,4,Automatic,Front,4,Left,Silver,8,False
43951626,7150,1111,HONDA,FIT,2012,Hatchback,False,Petrol,1.3,129000,4,Automatic,Front,4,Right,White,4,False
45649868,188,1172,LEXUS,RX 450,2011,Jeep,True,Hybrid,3.5,101816,6,Automatic,4x4,4,Left,Black,12,False
45811644,8154,0,MITSUBISHI,Airtrek,2002,Jeep,False,LPG,0.2,18800,4,Tiptronic,4x4,4,Left,Black,2,True
45791839,34497,1017,NISSAN,Rogue Sport,2017,Jeep,False,Petrol,2.0,24000,6,Automatic,Front,4,Left,White,8,False
45784836,9408,0,NISSAN,March,2010,Sedan,False,Petrol,1.2,97524,3,Automatic,Front,4,Right,Purple,2,False
45816648,24148,810,TOYOTA,Auris,2016,Hatchback,False,Petrol,1.8,10200,4,Automatic,Front,4,Left,White,10,False
45771717,11604,1841,MERCEDES-BENZ,E 270,2000,Sedan,True,Diesel,2.2,497000,8,Automatic,Rear,4,Left,Silver,0,False
45810158,20385,333,FORD,C-MAX,2014,Universal,True,Hybrid,2.0,62000,4,Automatic,Front,4,Left,Carnelian red,8,False
45097806,14426,645,HYUNDAI,Elantra,2011,Sedan,False,Petrol,1.8,195200,4,Tiptronic,Front,4,Left,White,12,False
45793691,6144,1282,CHEVROLET,Captiva,2007,Jeep,True,Diesel,2.0,68075,4,Automatic,Front,4,Left,Silver,4,False
45760616,45473,0,TOYOTA,FJ Cruiser,2008,Jeep,False,Petrol,4.0,185600,5,Automatic,4x4,4,Left,Black,4,False
45769628,15994,1172,MERCEDES-BENZ,E 350,2011,Coupe,True,Diesel,3.5,170429,6,Automatic,Rear,2,Left,Silver,12,False
32558066,11133,382,KIA,Optima,2014,Sedan,True,Hybrid,2.4,88000,4,Automatic,Front,4,Left,White,10,False
45789880,18189,1620,TOYOTA,RAV 4,2006,Jeep,False,Diesel,2.2,198000,4,Manual,4x4,4,Left,Black,4,True
45808607,1333,1079,FORD,Focus,2018,Sedan,True,Petrol,2.0,107664,4,Automatic,Front,4,Left,Black,12,False
45815470,1960,779,LEXUS,ES 350,2013,Sedan,True,Hybrid,2.5,87952,4,Automatic,Front,4,Left,Silver,12,False
45761247,26030,382,CHEVROLET,Volt,2017,Hatchback,True,Hybrid,1.5,52062,4,Automatic,Front,4,Left,Blue,0,False
45815363,8781,0,TOYOTA,Ist,2002,Hatchback,False,Petrol,1.5,117000,4,Automatic,4x4,4,Right,Red,4,False
45771289,627,1058,MERCEDES-BENZ,E 350,2012,Sedan,True,Diesel,3.5,318285,6,Automatic,4x4,4,Left,Black,12,False
45806544,5802,474,CHEVROLET,Volt,2013,Hatchback,True,Hybrid,1.4,0,4,Automatic,Front,4,Left,Grey,12,False
45809975,8624,642,CHEVROLET,Cruze,2012,Sedan,True,Diesel,2.0,62649,4,Automatic,Front,4,Left,White,4,False
45795764,21953,0,HYUNDAI,Elantra,2016,Sedan,True,Petrol,1.8,77600,4,Tiptronic,Front,4,Left,White,12,False
45793923,15681,765,FORD,Focus,2015,Sedan,True,Petrol,2.0,90000,4,Tiptronic,Front,4,Left,Grey,9,False
45733242,8154,639,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,502500,4,Automatic,Front,4,Left,Orange,4,False
45804567,21181,836,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,168126,4,Automatic,Front,4,Left,Silver,4,False
45647622,15681,1811,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8,Automatic,4x4,4,Left,Silver,0,False
45757694,862,1399,CHEVROLET,Impala,2010,Sedan,True,Petrol,3.5,217656,6,Automatic,Front,4,Left,Black,12,False
45753963,27284,259,CHEVROLET,Volt,2014,Hatchback,False,Plug-in Hybrid,1.4,65000,4,Automatic,Front,4,Left,Silver,10,False
45730372,39458,730,SSANGYONG,Actyon,2016,Jeep,True,Diesel,1.6,70259,4,Automatic,Front,4,Left,White,4,False
45792375,18189,530,KIA,SOUL,2013,Sedan,False,Petrol,1.6,131200,4,Tiptronic,Front,4,Left,Black,8,False
45797251,31581,777,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,96893,4,Automatic,Front,4,Left,Silver,4,False
45815760,7840,0,MERCEDES-BENZ,E 320,1997,Sedan,True,CNG,3.2,111111,6,Automatic,Rear,4,Left,Black,6,False
45814023,20385,0,TOYOTA,Prius,2013,Hatchback,False,Hybrid,1.8,134720,4,Variator,Front,4,Left,Blue,6,False
45798100,12287,1047,HYUNDAI,Elantra,2007,Sedan,True,Petrol,1.6,39079,4,Automatic,Front,4,Left,Silver,4,False
45730345,20266,1099,SSANGYONG,REXTON,2010,Jeep,True,Diesel,2.7,217000,4,Automatic,Front,4,Left,Black,4,False
45815197,2822,978,TOYOTA,Corolla,2019,Sedan,True,Petrol,1.8,39254,4,Automatic,Front,4,Left,White,12,False
45803600,16283,891,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,55225,4,Automatic,Front,4,Left,Black,4,False
45733076,8467,639,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,490516,4,Automatic,Front,4,Left,Orange,4,False
45804150,27654,836,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,84154,4,Automatic,Front,4,Left,Black,4,False
45815980,2509,585,HYUNDAI,Elantra,2013,Hatchback,True,Petrol,1.8,279182,4,Automatic,Front,4,Left,Red,12,False
45816009,13172,474,FIAT,500C Lounge,2013,Cabriolet,True,Petrol,1.4,70000,4,Automatic,Front,2,Left,Blue,6,False
45797079,16123,836,HYUNDAI,Genesis,2010,Coupe,True,Petrol,2.0,123187,4,Automatic,Front,4,Left,Black,4,False
45776614,3,0,NISSAN,X-Terra,2004,Jeep,False,Petrol,3.3,323200,6,Automatic,4x4,4,Left,Black,2,False
45787383,9408,0,MITSUBISHI,Montero,2000,Jeep,False,LPG,3.0,214000,6,Automatic,Rear,4,Left,Black,4,False
45797402,11917,531,HYUNDAI,I30,2012,Hatchback,True,Diesel,1.6,78807,4,Automatic,Front,4,Left,Silver,4,False
45772565,9565,915,AUDI,A7,2014,Hatchback,True,Petrol,3.0,191373,6,Automatic,4x4,4,Left,Grey,0,False
44727071,9408,0,MITSUBISHI,Pajero,1998,Jeep,False,Petrol,3.5,212000,4,Automatic,4x4,4,Right,Silver,2,False
45785809,17876,333,FORD,C-MAX,2014,Sedan,True,Plug-in Hybrid,2.0,163000,4,Tiptronic,Front,4,Left,Black,12,False
45769401,1411,1624,MERCEDES-BENZ,E 350,2009,Sedan,True,Diesel,3.5,266061,6,Automatic,4x4,4,Left,Black,12,False
